Text,Label,Subclass
@DongareRadhika समजा फडणवीस पादले आणि मागे तुम्ही असला तर काय होईल??,0,0
"@BhatkhalkarA @PawarSpeaks गुलामा जेव्हा, तुमचा फेकू, टरबूज येतो तेव्हा तेव्हा तुम्ही कुत्र्या सारखे लाळ गाळत मागे पुढे करता",1,1
@fadnavis_amruta वहीनी किती नीच असतात ना लोक...,1,1
"@lak100lakshmi ती आहे, जेथे प्रत्येक...",0,0
@abpmajhatv भाज्यपाल नीच आहे,1,1
@ChitraKWagh @CMOMaharashtra @Dev_Fadnavis @maharashtra_hmo @DGPMaharashtra @BJP4Maharashtra @BJP4AurangabadM @ChDadaPatil @raosahebdanve @atulsave_india @BabanraoLonikar @mipravindarekar @ShreeBharatiya एवढी नीच लोक राक्षसच आहेत,1,1
केळ्या सगळ.सेना करणार आणि तुम्ही. फुकट केळी खायला येणार कां केंद्रात भाजपा ची सत्ता असताना दंगली होतात कशा हिंदुत्व धोक्यात. येते कसे,1,6
एडझव्या ...तो भारतरत्न आहे याची तरी जाण ठेव!😠😠,1,1
@80hrCM @Whosays___ @Marathi_Rash जाऊ दे रे राज गेला तरी फरक नाही पडला...,0,0
हा रे लवद्या तु तिचे प्रश्न बघितला होता का भाड्या कोणत्या intention नी होता ते चुत्या लवद्या लाळ चाट्या,1,1
बेडूक पाठी कोपऱ्यात बसलाय पळण्याच्या तयारीत 😁😁,0,0
आमच्या गावाकडं सांड माजला की आंड चेचत्यात. भारताच्या #इंटर्नलमॅटर वर तोंडात गुळणी धरून बसलेल्या सेलिब्रिटीं सांडाना मी फाट्यावर मारतो. #लखीमपुर_किसान_नरसंहार,1,1
"प्रेमळ, समंजस स्वभावाचा गोड पोरगा आयुष्यात प्रगती करत राहा एकसंघ राहून..😍",0,0
ये शेमन्या त्या नित्या राणेने सावकरांचा किती वेळा अपमान केला...,1,1
चमन चोमन्या तू 85/15 जे बोलतो आहे त्याचा सरकारी कागद दाखव,0,0
एसटी कर्मचाऱ्यांनी भाजपच्या नीच राजकारणी प्रवृत्तीला बळी पडू नये ही नम्र विनंती🙏🙏 @CMOMaharashtra...,0,0
तुझ्या बापाने तरी वेद वाचले होते का..??🤔🤔🤔 आणि तो बलात्कार करणारा मुसलमान आहे...,1,4
"@Awhadspeaks मुघलांच्या अवलादि अशाच लांड्या बातम्या सांगणार, भिकारचोट कुठले 🙄🙄😒😒😒",1,5
अबे वाटोळ्या काँग्रेस स्वताची कबर खोदत आहे...,1,1
साल्या तु कुठे बिळात लपून बसला भैया साल्या निघ ईतून,1,1
आजच्या पंजाब मधले जे टुकार आणि नीच प्रवृत्ती चे लोक आहे अशे लाखो मेले तरी चालतील...,1,1
@Avadhut_vadar @mnsadhikrut @RajThackeray मराठी लिहायचं शिक आईझवाड्या...,1,1
आजची चावडी तर नुसती ठरवून केलेली bised चावडी होती त्यामुळे मांजरेकर bised वाटले कुठल्या निकशावरून उत्कर्षला 1 नंबर दिला ? आनंद शिंदेचा मुलगा आहे म्हणून का ? इकडे बोलायचे प्रेक्षक बघतात म्हणून मग प्रेक्षक मूर्ख आहेत जे vote करतात live बघून,1,1
"हिंदू असल्याचा अभिमान असणारा प्रधानमंत्री आहे, वयस्क बाईंसोबत बसून आनंदाने भजन करणारा प्रधानमंत्री आहे, भर सभेत स्त्रियांसमोर गान्डु भडवा दलाल ह्या शब्दांची उधळण करणारा चुतिया नाही.",1,4
साई बाबा लांडा होता तो काय घंटा देणार 😂😂😂🤣🤣🤣🤣,0,0
आआईला झवलै तुझ्या आणि त्याच्या कचाकचा पाकडयांनी,1,3
त्या मादरचोद ला म्हणाव तुझ्या राज्यात आई घाल मग इकडे मुंबईत कशाला खातोस,1,1
फडणवीस तसेही येड्या गबाळ्यांच्या नादी लागत नाहीत 😅😂,0,0
भांड बॉलीवुड पेक्षा कैक पटीने उत्कृष्ट अभिनय करतो @alluarjun,0,0
"चल निघ रे माकडींच्या झाट्या, टरबुज्याच्या गोट्या, अंध_रंड हिजड्या भक्ता, गद्दार भोकाच्या. 😎😂",1,7
पहिल्यांदाच असे घडत असेल कदाचित की कोणी आपल्याच 'पारतंत्र्यासाठी' लढत असेल. इतके मूर्ख कोणी कसे असेल...???,0,0
काकांचा पक्ष राष्ट्राचा नाही तर घरगुती हे गुलामांना माहितीच नाहीये.,0,0
अरे झाटु बापाला पन असच बोलतोस का रे भडव्या आणि कुत्रा 🐕 तु आहेस आलास इथं भुक भुक करायला शमन्या लय आवडते वाटत डोकुन घ्यायला,1,1
"ह्याला कारण हे जनतेला मूर्ख समजत नाहीत तर जनता पण मूर्खां सारखीच याना मतदान करते,",0,0
अरे #बुरखाधारी_बाईल्या नाव लिहीलय की लेखावर..... वाचता येत नाही की काय??,1,4
रवींद्र आंबेकर तुम्ही न्यायाधीश आहात का मुर्ख पत्रकार बिकाऊजीवी आहात,1,2
तुम्ही किती ढोंगी धर्मनिरपेक्षतावादी होणार किती चाटणार ह्या देश विरोधींची काही मर्यादा.,1,6
उपराष्ट्रपती म्हणून तू तर हरामखोर होतासच,1,1
"आत्महत्या करायला पण हीटलर सारखी हीम्मत लागते, हा गांडु आहे",1,3
कसले हरामख़ोर आहेत बेनxxxx साले लहान बाल आहें,1,1
भिकारीण ची पुच्ची तोडली,1,1
भडव्या तुझी लायकी होती का गव्हर्नर व्हायची,1,1
पोमान्या चुतिया फेक अकाउंट नि बोलतो तुझी लायकीचा बायकांची आहे बुल्ल्या,1,3
येड्या झवण्या बस गप गांडू लांडू,1,1
बोक्या कुठे गेला कळले नाही बऱ्याच दिवसात ट्विट नाही,0,0
मला तर तो चुतिया दिसतो ...,1,1
मी आज फ्री नाही नायतर तुझ्या आईसाठी मस्त घोडा घेऊन आलो असतो ...,1,1
"हलकट, नालायक, निर्लज्ज आणि बेशरम पणाचा कळस... ह्या बाईला कोणी मेंटल हॉस्पिटल मध्ये टाका...🙄🙄🙄",1,4
मी एक नवीन ऐकले होते. जे लोक मोठ्या मोठ्या ओलखी सांगतात त्यासाठी- ओळख ना पाळख - आणी म्हणतंय लोकमान्य टिळक..,0,0
महाराजानी हिंदवी स्वराज्यकरिता धर्म कार्य केले,0,0
"अरे लुक्क्या तुला हिंदी येत नाही बोलता आणि तुला मराठीचा प्रोब्लेम आहे, आय घाल ना तुझ्या स्टेट मध्ये जाऊन",1,8
ह्या नेते कोणाच्या अवलादी आहेत हेच कळत नाही निजाम की मराठे ?,0,0
"अरे भुसनाळ्या त्यांना मदत करतेत पण तुम्ही तर त्या पण लायकीचे नाही की,,,🖕🖕🖕",1,1
"70 वर्षात तुझा बाप महाराष्ट्राच्या कृपेने मोठा झाला,नात्याने तुला पैदा केला",1,5
मि येऊ का मला झवायला देनार का,1,4
हिंदुस्थान खानग्रेसी जोखडातून मुक्त करत मोदींना विजय मिळवून देण्यासाठी अनेक भंपक लिब्रांडू जोकरांचा हातभार लागला आहे,1,2
तुमच्या झाटू लोकांना मी कामाला ठेवतो,1,1
बैल बुद्धी माकडाचे supporters एकदम इंग्रजीत tweet लिहितात बघा....कोणाला कळत नाही काय म्हणायचे आहे ह्यांना,0,0
तूच बोलला होता ना उध्दव चुतिया आहे. येडझव्या आहे.,1,1
आईचा भोसडा,1,1
चुतिया अंधभक्त कुत्रेच किती ही भुकले तरी आम्हास काहीच झट्ट फरक पडत नाहीत,1,1
"मला एक कळत नाही, अशा दलिंदर म्हाताऱ्यांची मतं नोंदवून घ्यायला पत्रकार जातात च का???",0,0
अरे भडया बोल ना आता वाचा बसली काय रे तुझी रांडेच्या कि बिळात लपून बसलंस माय लेकीं का बोलताना हिचार करून बोल नायतर तुझा वाटोळा करेन,1,1
परुळेकरांना तसं पण कुत्र विचारत नाही आणि उगाच असले ट्विट करुन दाणा टाकुन घोडे उडवुन घ्यायची जुनी सवय आहे,1,1
टोनी सोप्रॅनो कुझ ला वाळुनं भरलेला बॅाक्स देतो.,0,0
ज कशी वाटत नाही अशी कुत्रकारीता करताना? लाळपुशे !,1,7
तु हे महाराष्ट्राला दाखवुन देतो की तुम्ही तुकड्यासाठी कुणाच्याही ताटाखालचं मांजर होऊ शकता,1,1
"भिकारडे, लाळचाटू गुलाम , शेणकिडे, डावे खेकडे, पुरोगामी विंचू, लिब्रांडू साप, लाल माकडं, शांतीदूत.",1,1
स्वतःलाच चोमु म्हणून तोंड वाकडं करून हसणारा पहिल्यांदाच बघतोय मी,0,0
"अरे मादरचोद आयघाल्या, बारीक डोळेवाल्या, संपूर्ण जगच काबीज करा.",1,1
मग मी पण तुला टोमणा मारला कळलं का माठ्या,1,1
संघी किडा म्हणजे अण्णा. मै भी संघी म्हणून टोप्या का घालत नाही अण्णा.,1,1
कोण्या रांडेच्या पोटी। उपजली ही बीजे खोटी। हैवानांचे संभोग कोटी। झेलूनीया ।।धृ।। शिरच्छेदही यांसी थोडा।यांसी भडाग्णीते पाडा। ओरखडुनी चर्म काडा। भडव्यांचे ।।,1,1
पाहतील जरी लोक थंड। नर नव्हे ते ते षंड। ते ही समापराधी गुंड। तैसेचीगां ।।,1,2
@GaneshRajuSona1 वंचित चे सगळे कार्यकर्ते घरी येऊन झवून जातात तुझ्या आईला,1,4
काँग्रेस वाल्याची गांड कशी करायची असे ते ठरवत असावेत,1,1
संघी लोक आंतरधर्मीय विवाहाला लव जिहादाचं नाव देऊन धार्मिक द्वेष पसरवतात,1,6
"@AsitKumarrModi झवन्या, मग 'मुंबई कि भाषा हिंदी है' कसं काय बोललास.",1,2
शिवसेना भवन आता फक्त जनाब सेनेसाठी हुजरेगिरीचे स्थान राहीले आहे.,0,0
@Vishal__INC संघोट्यांना इतिहास नेहमीच गुलीगत धोका देतो 😂,0,0
तुम्ही इतके नीच कसे @SMungantiwar,1,1
बाळा तू जरा येडा आहे का ? मग गीते वर हाथ ठेवून खोठ न बोलण्याची शप्पत घेतात की नाही ..,1,2
@VORdotcom तुझ्या आईची पुच्ची मादरचोद,1,1
@HakunahMatata_ अरे ते तुमचे बाप आहे भडव्या नो कुठे काय करायच ते त्यांना नका शिकाऊ नाहितर गांडीत बांबु धालुन गला गला हलवतिल मादरचोदांनो,1,1
"@vivekgiradkar @abpmajhatv @JaiMaharashtraN @bbcnewsmarathi @News18lokmat @TV9Marathi @LoksattaLive मी पण तुझ्यासारख्या चुतीया लोकांना डायरेक्ट कोलतो, पुच्ची तोंडया ,🤣🤣🤣",1,1
@Prashan43145188 @ashish_jadhao चीनची पण ठासून मारल्याची लक्षणं जागोजागी दिसत नाहीत का?,0,0
एक दिवस भाकरी दिली तरी कुत्रे इमानदार होतात ! पण काही “हरामी डुक्कर” 1947 पासून देशाची भाकरी खाऊन गद्दारच आहेत ! #GeneralBipinRawat,1,10
@cavishalkhade @DDNewslive @AmitShah भोळपणा नाही बावळट पणा. नुकताच भैया जनता पार्टीचे प्रमुख फसवेंद्र फ्रॉडणवीस म्हणाले की मी राष्ट्रभाषा हिंदी पसून सुरुवात करतो. परिणाम काय ?,0,0
@NitinRaut_INC अरे कमीत कमी त्यांची नावे चर्चेत तरी येत आहेत तुझ्या बालिश राहुल्याला तर लोकांनी कधीच गाडला आहे 😂,1,1
@FoolPakharu आहेत काही भेंचोद लोकं.. जे आपल्याला स्वत:हून डीएम् करतात..,1,3
@AnaghaAcharya याला मूर्खपणा कोण बोलत आहेत जे स्वतः काही अंड्या पाड्या गोष्टी साठी बॅनर बाजी करतात ते.,0,0
@PramodKDM3 @BhatkhalkarA @MeNarayanRane मोदी देशाच्या पंतप्रधान असून सुद्धा त्यांच्याबद्दल किती नीच भाषेत बोलले जाते.,1,1
अरे भावा त्यांची आई झवून टाक यार,1,1
हिच कि येत नाही मला झवायला दे,1,4
गोदी मीडिया हाय हाय हाय हाय राम,0,0
आयला रावताच्या मूळ गावाचं नाव आज समजलं...,0,0
शाहिद आफ्रिदीची जागा अत्यंत सन्मानपूर्वक...,0,0
अरे हे कुत्र्यांचे पिल्लू का भुंकत आहे...,1,3
तुझ्या आयची पुच्ची येडझव्या अनुशक्ती...,1,4
अरे प्रथमेश पुच्ची सारख्या तोंडाच्या तुला...,1,1
सत्तेच्या माज...🤬,0,0
तुम्ही झक मारून कराल कारण...,0,0
महाराष्ट्र बंद यशस्वी करावा...,0,0
नाऱ्या तुझ्या सारखे नीच लोक जो पर्यंत आहेत...,1,1
सगळेच खानग्रेसी-शेणूक नग का असतात?,1,5
इंग्रजांची पेन्शन घेणारा...,1,6
चुतिया = मुर्ख चालतंय...,0,0
NCBचे स्टॉक व्हिटनेस आहेत...,0,0
तुझी बुद्धी खटारा हाय रे...,1,1
तुझी रांड कोण तुझी झवुन घेणार...,1,4
गरीब फळवाल्याची सफरचंदाची गाडी लुटणारे...,1,10
त्या पनवती फेकू मुळे...,0,0
जा आणि तुझ्या गाढवाला चोद,1,1
दुसऱ्याला लै झवने देतो...,1,4
संघाचीच लोक बांगलादेशी...,1,6
हिशेब तर आता चुकता करणार फोद्रिच्या...,0,0
माजोरड्या स्टेट बँक अधिकाऱ्यांना...,0,0
ते व्हीडिओ काढतांना मान जास्तीची हलवणे...,0,0
जोपर्यंत या देशात...,1,0
येड्या गबाळ्या आधी शूर्पणखा...,1,3
खरमुसे माणसाला मारझोड करणार्या...,1,3
मूर्खा उपचार चालू होते...,0,0
बिनडोक माणसं तुझ्या डोक्यात...,1,1
अंगात भगवे कपडे....,1,6
काल काही पंचर काढणारे...,0,0
उगाच याला चुतीया म्हणून...,1,1
ही अक्कल आत्ताच आली का प्रशासनाला?,1,10
म्हणजे अफझल खाना एवढे...,1,1
पदवीधर निवडणुकीच्या निकालानंतर...,0,0
ज्यांनी बाबासाहेब पुरंदरे यांना...,0,0
नगर करांची चिंता वाढली!,0,0
हे बघ साहिल्या तु चुति* आहेस...,1,1
या पत्रकारांचे खूप नाटकं पाहिलेत...,0,0
"जनाब ठाकरे। जनाब शियासेना। सत्तेसाठी काय पन। नालायक ,हलकट शेणा😡 शेण खाल्ले आता गायी मारून बीफ खा।हा महाराष्ट्र तुम्हाला कधीच माफ नाय करणार😡",1,1
@MasurkarSayali ती एकटी खेळायला जाईल ही कदाचित. परत हलकट #BiggBossMarathi3 creatives Red Label task ठेवतील आणि एकत्र आणतील ढोंगी गॅंग ला.,0,0
@storywala_sam फोन केला की उचलत नाहीस बोच्या तू...तुझ्याच फ्लॅट जवळ होतो,0,0
@Sandy75121377 मस्त फोटो आहे येवू का झवायला,1,4
@magar_maharaj @drsangrampatil संघोट्यांना तर अजिबात गरज नाही कारण ते शेण अन् गोमुत्र पिऊनी बरे होतात.,1,1
@shubhz91195 झवझव बाबा,1,4
@keshavupadhye उपाध्ये मार्केट ला जातो का तू शेमन्या,1,1
@khadaksingh_ @PawarSpeaks याच्या जावयाची चांगलीच गांड़ फाडली होती वाटते समीर वानखेडे नी म्हणून याला एवढ्या कुरघोड्या सुचत आहे,1,3
आधी मिडिया चा तेरावा घालावा लागेल. चार दिवस एका भाजीचे दर वाढले की त्यांचा नंगानाच सुरु होतो.,0,0
"@bvpat2501 @garg_trupti @Sonalimumbai1 @Sonal__18 @__aninda @SunainaHoley किती पैसे मिळतात tweets चे, तुमचे विचार घाणेरडे आहेत...",0,0
"@abpmajhatv जनतेची कामे तर काही करायची नाहीत, निर्णय घ्यायचे नाहीत तर उगाच मंत्रीमंडळ बैठकीचे सोपस्कार कशाला??",0,0
@CaptainCool_07 @ShaunakCric @mufasta_vohda @rajasthanroyals येड झवाड़या मूफा (मराठी),1,1
@vineetshende321 @NitinRaut_INC औकात मधे रहा तुझ्या मादरचोद..लोकांची गु साफ करणाऱ्यानो..,1,1
राहुल गांधीचे चारित्र्यहनन करण्यासाठी भाजपने 10 वर्षात कोट्यावधी रुपये आणि ट्रोल आर्मीच्या फौजेच्या फौजा तैनात केल्या. पण पण खरा पप्पू कोण आहे...,0,0
@iShaktimaan आईघाल्या केजरू #Jio4G समोर #Maro5G चा सुरसुरा सोडनार आहे 😵😵😵😝😝😂,0,0
@mtmumbai37 @VasaiVirarMcorp @narendramodi @maha_governor @OfficeofUT @CMOMaharashtra @AnilDeshmukhNCP @pravin_news @mbbarot69 अरे भुसनाळ्या तुम्हाला येती का मराठी बोलता...,1,2
@NiteshNRane काय खुळचट बोलुन राहिला. कोकणातील पुरात गुडघावर आदळलेत दिसताय बेडूक महाराज.,1,1
अरे बुद्धू तु पण तुझ्या चायना स्पॉन्सर्ड मालकासारखाच् मंदबुध्दी आहेस का???,1,1
"@aSantoshTweets @MahaCyber1 ही घाणरड्या, नीच भाजपची पैदास आहे.",1,1
@SarangaRanga @iYashwantJadhav खुप दिवसानंतर नेभळट भेटला.घे ठोकून.,0,0
@kikku609okuy @Shivrajmahratta @ANI 2014 ला तुम्ही नाही राष्ट्रवादीने पाठिंबा दिलेला.,0,0
@JayantpSpeaks @RajThackeray मग काय डलिंदर भोकाटे चा की गुपुरुष खेडुक्कर चा सिनेमा मधला संदर्भाचा इतिहास खरा का रे बिडीग्रेडी अवलाद,0,0
@ShelarAshish काय रे माकडा इथे १२० वर पेट्रोल आणून ५ रुपये कमी करतात याच्यासाठी एवढी हुशारी कशाले मारून राहिला बे तू माकड तोंडाच्या...,0,0
"अरे झवण्या, आमच्या साहेबांमुळे तुझा बाप आणि तु आहे. हे लक्षात ठेव.",1,1
@vivekanandg @Swapnil80336122 @nawabmalikncp @CPMumbaiPolice एकदम बरोबर. आजाद मैदानात उभा करुन जोड्याने मारलं पाहिजे,1,3
मालकाने पगार बुडवायच कितीही दलिंदर पणा केला तरी कर्मचारी आपला पगार बरोबर वसुल करतो.,0,0
काही कारण नसताना हिंदू - मुस्लीम वाद पेटवून द्यायचा बाजुला होऊन फक्त बघत राहायचं व स्वताःची पोळी भाजून घ्यायची. राजकारणी चादरमोद.,1,6
"शेतकरी आत्महत्या करत आहे तुझ्या राज्यात लाज वाटली पाहिजे ना तुला राजकारण करतो , आणि आपण अपमान कोणाचा करतो याच भान ठेवा जय श्रीराम जय महाराष्ट्र",0,0
@swarraj5 भावाने प्रशस्तीपत्र दिले म्हणजे तुझा भाऊ अट्टल खोटारडा आहे,0,0
सगळे जण आपल्या आपल्या लायकी नुसार बोलतात.. गावाबाहेरील घाण किती ही मध्ये आणली तरी वास जास्त मारत असते @NitinRaut_INC त्यामुळे आपल्या लफड्यात लक्ष घालावे बाहेर लायकी नाही...,0,0
@nawabmalikncp मलिक भाऊ कोण तो आर्यन खान हारामी.त्याचा इतका पुळका का.गांजा चोर त्याचा बाप पाकिस्तान ला पैसे देऊन मदत करतो.,1,1
हा माणुस आणि त्याचे सतरंजी उचले सर्मथक लोकांना अजुनही च्युत्या(रौताचा नाही खरा अर्थच अभिप्रेत आहे) समजतात का? @abpmajhatv थर्डक्लास चॅनल आहे हे अगोदरच सर्वांना माहीत आहेच.,1,1
"@AshishMerkhed ये ड झव्या भाड खाऊ चोदी च्या हेपरी च्या आधी रपिडेक्स इंग्लिश बोलायचे कोर्स कर, मग इथं ये हागायलं",1,1
@Indepedence197 @Rationalised21 तुझी कवाच झोपवली मी आईघाल्या म्हणुन तर मस्तीत हाय मी भाडखाउ.,1,1
गोलूची गांड आणि तिच्या बायकोची पुच्ची -,1,4
याला उघडा करून चाबकाने रोडवर मारायला पाहिजे.... दलाल आहे हा,1,1
@Avinashmule22 @mnsadhikrut आणि हे बघा चोदी चा चूक्त 😂😂,1,1
@ShelarAshish 25 वर्ष युति करुण त्यांची गांड चाटली तेव्हा काहि चूक दिसली नाही कमला बाई ची कमला जनता बेहाल सगळे राजकीय पक्ष चोर आहेत,1,1
"अरे रावत्या, तुझ्या भोवतीचे चाटू गिरी करणारे सोडले तर एकतर तरी कुत्रं सुद्धा येणार नाही माणसं तर लांबच राहिली. कळलं का माकडा?",1,1
@abpmajhatv आर काय आदराने नाव घेताय भोसडीच्यानो गुन्हेगार आहे तो लाजा विकून खाल्ल्या का मादरचोद,1,1
तुमच्या पूर्वजांच्या कत्तली करून मुडक्यांच्या राशीचे पर्वत रचले त्या मुसलमानांचा मुसलमानी कावा म्हणण्याची तुमची कधीच हिम्मत होत नाही हे कसे काय सबला समोर लोटांगण.,1,6
@TV9Marathi तुला शेतातली काय झाट समजतात काय रे पप्पू?,1,1
आता मात्र हात टेकले अंधभक्तांच्या बुद्धीपुढे🙏🏻😂😂😂 तो निकाहनामा आहे येड्या. संघातल्या हिंदूंचा निकाह होतो का?? कबूल! कबूल! कबूल!,1,6
"""@meNeeleshNRane राणे परिवार शिवसेनेचाच गु खाऊन मोठा झालाय आणि तू सांगतोय काय की शिवसेनेला कुत्र भिक घालणार नाही..अरे कुत्र तर तुझा बाप आहे.",1,1
जिकडे चपाती टाकली तिकडे खायला निघत.... आणि तुम्ही 2 दलिंदर पैदास... किती लोकांचं गु खाशाल.जरा बाहेर फिरून बघा काय किंमत आहे राणे परिवाराची कळेल.,1,1
"@Special_033 म्हणजे काय ? ही bullywood वाले आंघोळ नाही करत ? ""शी, घाणेरडे "" #BoycottBollywood",1,1
आणि कुत्र्या तू चुकून टॅग झालं होतं म्हणून delete केलं होत. तुझ्या गांडीतले किडे एवढे वळवळ करतात हे आत्ता समजल.,1,1
"@ramraje_shinde @DrVijayChormare चोरमारे हा ज्येष्ठ चाटूकार आहे, सॉरी @ramraje_shinde सर, यंदा एकवेळ रेडिओ ऐकू!",0,0
पण या च्युत्या चोरमारे सोबत आपला कार्यक्रम नाही पाहणार! त्यापेक्षा अनय जोगळेकर सारखा माणूस तरी आणायचा हुशार आहे तो आणि ही बिस्किटांवर जगत देखील नाहीं!,0,0
तकर्याच्या तोंडाला बीघाडी सरकारणने पाने पुसली...अनुदान दिवाळी आधी शेतकर्याच्या खात्यावर...आज 2तारीख संपली आजुन दमडी नाही....कशी दीवाळी साजरी करनार,0,0
"भारतरत्न विसरलात, तुमच्या मालकांनी भीक मागून स्वतः ला भारत रत्न मिळवून घेतलं बेवड्या",1,1
@dranildeshmukh @ShelarAshish @BJP4Maharashtra शक्यता नाकारता येत नाही. ही नीच लोक सत्तेसाठी कोणत्याही थराला जाऊ शकतात,1,1
दर दोन-चार महिन्यांनी त्या दळभद्री गोडसेवर राज्यभर चर्चा घडून येतेय. आपलं दुर्दैव वाच सुं ड क्या भिका रड्या पगार खाऊ गद्दार हे वाच @BhaiJagtap1 बापाशी गद्दार झालेल्या पोरांना आता काय म्हणायचं 😝😜😰😭💆 मोदी भक्त अंधभक्त अंडभक्त गोबरभक्त शेणकिडा लाचार लाळघोटे दलाल चाटे ४० पैशावाले गद्दार बेटे,1,1
@saurabh9587 @AModestIndian निघ भैंचोद. .तुला हिंदु धर्माचा ठेका नाही दिलाय. .हांडग्या,1,1
"पाकडे मीडिया समोर आम्ही असा हल्ला करू तसा हल्ला करू भूकणारे आज कोणत्या बिळात घुसून बसले हरामी ,औकात पेक्षा जास्त भुकू नये पाकड्यांनो",1,1
@TheShriTripute गांड तुझी. राज काही खु्र्चीसाठी चाटणार नाही. त्या पोंग्या उध्दवची तर नाहीच. तो राजचा पी ए व्हायच्या लायकीचा नाहा. हात फाकून माझ्या म्हणून तेच बकायच. दहा मिनिट एका विषयावर भाषण देउ शकत नाही तो. पैसे हवे असले की चाटायला जायच बस,1,1
@SabkaBhaiHun @SunainaHoley हिजड्या वाणाच्या मीरा भयंदार ला राहतो म्हणतो फोटो टाक साल्या 1 तासात तुझा कन्फडात लागतील बापाची औलाद आहे तर घरीच थांब,1,1
@PunekarVoice हलकट आहेत रे.. अर्णवच्या आडुन देवाभाऊ ला लक्ष्य करायचयं आणि अर्णव ला आत टाकुन आसुरी आनंद घेत असतील 😡,1,1
तु कोण रे मायघाल्या चल माझा अड्रेस देतो उपट माझी काय उपटतो ते पाहु उपट्या तु,1,1
सुप्रियाताईंना नाचताना बघून ब्रिगेड अवलाद आता खोट्या कानाकोपऱ्यात घुसले आहे त्यांना शोधून काढा व बाहेर,1,1
@TV9Marathi @samant_uday त्या येडझव्या ला सांगा जनतेनेचं बंद फाट्यावर मारला म्हणून,1,1
"भक्त हिला राणी म्हणतात खरच भक्तांची अक्कल गुडघ्यात असेल असे वाटत होते पण नाही.. ती गुडघ्यातुन सरकून खाली घोट्यात आली आहे,",1,1
@BhatkhalkarA 👆👆 लोकांना हिंदुत्वाच्या नावाने चुतिया बनवणारे. आज स्वतःच्या भाजपा कार्यालयाच्या लायब्ररीत कुराण ठेवतायत. हे बघा ढोंगी हिंदुत्ववादी 😂😂🤣🤣,1,6
कालचा पराभव बेगड्या हिंदुत्व वा द्यांच्या बुडाला आग लावणारा होता आणि आता त्याचे नासके चाळे सुरु झाले 🤣😭,1,1
@SaurabhBG झोडायला पाहिजे या आईघाल्या @AvdhutAFC शेमन्या ला कीव कसली करताय ??,1,1
@keshavupadhye आला का झाटू संघोट्या,1,1
@ashutoshab @PawarSpeaks VOTEसाठी?आता हिंदु मुस्लिम कार्ड चालत नाही मग ?? भर सभेत टीळकाचि पगडी काढुन फ़ुले पगडी घालायची व 2 धर्मात द्वेष निर्माण करायचा ?😡,1,6
@BhatkhalkarA हा चुतीया रौत्या आहे,1,1
भाजप वाल्याना माज आला आहे सत्तेचा ज्या दिवशी सत्ता जाईल ना त्या वेळेस कुत्र पण विचारणार नाही भक्त आता काय नायडू चा तोंडात घेऊन बसले काय,1,1
पुण्यातल्या पेठांमधील रस्त्यांची काय आई झवून ठेवलीय.... #Pune #sadashivpeth #punecity,0,0
गुजरातमध्ये परिस्थिती खूप भयानक आहे. लोक दोन्ही हातामध्ये काठ्या घेऊन लढताना मी माझ्या डोळ्याने पहिले - पप्पू बिनडोक त्याला दांडिया म्हणतात 😜😝🤣🤣,0,0
@LoksattaLive @KiritSomaiya अरे हा बोलघेवडा आहे पलटी बाज सांड बैल काम न करणारा - दानवे,1,1
@meriawaajsuno छपरी म्हणतात अश्यांना 😜,1,1
@Prashan43145188 @ashish_jadhao इंधन सबसिडीचा फास २००८ नंतर एवढा बसला की तो सोडवता चीन कैक मजले पुढे निघून गेला.,0,0
@Anand_Dasa88 कुत्र्या सारखा भूंकण्याची जवाबदारी असलेली जमात।,1,1
@keshavupadhye अशीच पवारसाहेबांची उक्ती आणि संघोट्यांना सत्तेपासून दूर ठेवते.,0,0
@lokmat कोणता कायदा? तुझ्या मालकाला तरी कायदा कळतो का रे रताळ्या..,0,0
@Viki_Hindustan @YuvrajThakre5 @AmSachinDB @WeRBeedkars @DrPritamMunde @BeedLoksabha बस रे बुल्ल्या मधी मधी करू नको,0,0
@storywala_sam 8 लाखाचा आहे भाडखाऊ तो घोडा,0,0
सत्तेसाठी लाचार झालेली दरिद्री शेणा खुद्द टिपूच्या म्हणजे कुत्र्याच्या रूपात आढळून येते. मग पाठिंबा तर दिला जाणारच.,1,1
जलयुक्त’ला सरकारची क्लीन चिट; अभियानामुळे भूजल पातळीत वाढ;शेतकऱ्यांचे उत्पन्न व राहणीमानही सुधारले आणि मविआ सरकारने स्थगित केलं.नाकर्ते पणाचा कहर.. #MVACheatsFarmer,0,0
झवाडी gang आणि शिक्क्षण —- याचा कुठेही संबंध येत नाही .....,0,0
@NitinRaut_INC हे तर भाजपाचे कार्यकर्ते किंवा दोनशे-तीनशे रुपये देऊन आणलेले भाडोत्री कामगार.,0,0
"तिकडचे कामधंदे सोडून पुण्यात यायला लागलं. या कॉंग्रेसच्या दीडशहाण्यांनी इंजीनियरिंग कॉलेजेसचा जिथे तिथे ढिग उभारला. भेंचोद, ज्यांची लायकी नाही ते सुद्धा आज इंजिनीयर झालेत.",1,1
@prashantkadam कार्यकर्ते आणि वकील भेटले म्हणजे नवीन ते काय रे रताळ्या..,0,0
